,MM,MR,MG,MI,MT,MP,MV,RM,RR,RG,RI,RT,RP,RV,GM,GR,GG,GI,GT,GP,GV,IM,IR,IG,II,IT,IP,IV,TM,TR,TG,TI,TT,TP,TV,PM,PR,PG,PI,PT,PP,PV,VM,VR,VG,VI,VT,VP,VV,fn,category
529,1879,1804,2354,3664,1925,1668,13372,1032,0,503,105,348,40,619,1569,107,220,121,617,62,1570,708,572,138,398,2502,184,3338,456,1329,225,2242,47261,12435,7495,251,1313,300,108,12758,2575,2605,20865,4546,2426,831,2658,2006,7644,air.escapegamestudio.AntarcticDolphinEscape.opcodeSeq.txt,1
530,7651,5636,4866,12961,8503,4786,29984,1604,0,1568,348,1484,165,1854,2701,391,983,674,1950,153,2826,2826,2334,734,1821,9220,829,10928,2799,3159,649,9705,53873,16076,25359,585,4181,1318,389,17546,5210,7248,56413,12878,5372,1329,7986,6863,13287,com.teamtol.livedota.opcodeSeq.txt,1
531,5615,4754,3846,9212,5943,3391,23648,1590,0,1087,263,1004,125,1461,2301,257,608,364,1480,122,2580,2012,1683,456,1137,6724,541,7888,1917,2268,470,7105,50884,13271,18888,392,3184,1000,261,14345,3984,4045,42848,10445,4574,1076,5869,4020,12163,com.thepandasteam.playtubedemo.opcodeSeq.txt,1
532,8710,7646,7784,15527,7601,6185,44221,2788,0,1767,465,1562,173,2727,4603,443,925,700,2404,182,5484,2708,2993,776,1690,9244,916,13307,1925,4650,721,8440,55156,14561,29553,571,5582,1128,319,16170,7631,8355,76975,17357,8274,2476,9889,7048,24964,com.cammaxapp.games.higuessthecharacter.opcodeSeq.txt,1
533,4477,1281,964,3879,2835,1207,6668,209,0,347,74,332,45,320,643,63,390,157,434,48,752,1137,525,328,589,2229,275,2528,1632,528,131,2362,2472,687,6027,320,846,347,114,1032,3811,1207,12846,2727,1225,223,1982,998,2170,com.wizer.newton.demo.opcodeSeq.txt,1
534,10513,11373,7937,14330,10890,6912,46648,2565,0,1893,497,1285,129,2417,4466,712,1166,646,2032,169,5165,3047,2787,910,1589,7827,656,11713,3555,4633,668,6764,56267,15359,31386,803,5777,1247,314,17308,6711,7546,83618,15869,6909,2266,9535,7042,22115,com.jmsys.earth3d.opcodeSeq.txt,1
535,3400,3345,5435,10312,4427,5448,22768,1145,0,868,281,829,89,990,2483,426,496,524,1964,164,3038,1735,1134,276,1409,7707,615,9175,716,2179,479,7261,50138,13587,18531,450,2782,603,242,14571,9749,6554,45313,7256,4270,1160,6843,3827,11587,com.andromo.dev128364.app130670.opcodeSeq.txt,1
536,12101,9512,8843,24253,14899,9180,62507,3218,0,2470,640,2882,289,3451,5356,711,1493,984,3729,297,5352,4119,4428,1167,2938,16882,1366,18448,4053,6179,1246,15211,62614,17246,51980,1091,8080,2135,563,20242,10606,12117,111779,25524,11406,2217,16508,10353,29093,com.binteraktive.kniffel.live.opcodeSeq.txt,1
537,9076,6441,9885,20407,10633,7059,51182,3106,0,1710,455,2021,210,2823,5846,612,1163,1045,3058,203,5322,3146,3048,1068,2827,12577,978,16777,1690,4603,1131,10921,56770,15723,37986,576,6053,1453,463,17917,8786,9268,91601,16920,9204,2443,12247,8151,27674,com.antivirus.opcodeSeq.txt,1
538,5047,4557,4671,7914,3823,3076,26736,1837,0,1053,227,739,94,1450,2783,218,538,308,1207,104,3746,1415,1323,423,852,4764,442,7204,1215,2627,329,4328,49099,13007,15722,344,3113,644,176,13706,4368,4078,43399,9769,4669,1717,5455,3829,15668,cdff.mobileapp.opcodeSeq.txt,1
539,3569,3519,6135,12975,5276,5891,26113,1277,0,954,302,964,97,1141,2871,435,522,653,2427,176,3446,1974,1264,317,1632,10302,687,11147,728,2359,550,9153,50818,13965,22805,473,3074,632,250,15271,10057,7417,52719,8179,5250,1419,8326,4498,13680,com.andromo.dev128364.app129234.opcodeSeq.txt,1
540,8461,7633,7522,11984,5957,4753,42022,2498,0,1566,372,1082,135,2355,4114,343,805,417,2038,130,5948,2182,2080,650,1291,7072,570,10845,1561,3954,526,6431,51396,13996,23984,503,4893,967,259,14933,7801,6152,69137,16170,7220,2446,8273,5911,24567,com.aksoft.medaldozer.opcodeSeq.txt,1
541,12197,8563,10886,24761,13182,8582,65693,3422,0,2150,666,2758,265,3671,6388,725,1107,1153,3650,308,5249,3468,4097,864,2876,16486,1468,20368,2473,6401,1130,14848,104941,28494,48702,819,7860,1906,551,31425,10352,11980,115880,22907,11323,2232,15625,10093,31489,com.ldf.elleatable.view.opcodeSeq.txt,1
542,8574,13548,10347,20205,10427,7233,47856,2861,0,2562,735,2618,262,3278,4537,871,1217,1314,3102,316,4220,3651,4350,830,3048,13886,1459,17965,1657,5299,1031,14263,14517,5251,40866,671,7203,1908,610,7113,8155,9523,96722,22044,8098,2070,11611,8360,20082,com.watchup.opcodeSeq.txt,1
543,10028,8044,8628,14572,12324,6501,46829,1889,0,1740,535,1989,179,2277,4160,874,1340,913,3084,229,4331,3058,2787,676,1968,11787,1000,13541,3049,4635,1133,12295,26406,8103,37560,863,6471,1709,557,9913,12774,8795,83977,19159,6819,2052,12253,8803,24322,com.spartonix.spartania.opcodeSeq.txt,1
544,6912,4335,3710,9721,7102,3771,23472,1199,0,1076,264,1178,126,1266,2010,274,750,448,1696,156,2092,2423,1575,492,1353,6952,599,7461,2603,2092,447,6896,7889,1603,21443,472,2984,1044,270,2934,3814,3906,43451,10131,4287,954,7233,3296,12032,com.jjbytes.indianmoney.mainactivity.opcodeSeq.txt,1
545,2221,1677,2119,3494,1898,1075,10146,585,0,481,111,375,41,619,1012,77,282,178,743,45,1156,893,639,172,523,2668,253,3227,462,751,156,2988,1945,603,6846,114,955,358,116,1101,1355,1080,17396,3223,1657,552,2329,1204,5249,ca.guylyhey.studdetector.free.opcodeSeq.txt,1
546,6826,7484,5977,12492,6057,4466,36345,1922,0,1573,555,1216,139,2268,3232,421,785,737,1737,142,4055,2232,2527,708,1801,7029,692,11655,1698,3653,692,6716,51667,14001,21914,537,4911,1060,328,14894,7907,5579,63425,14561,6205,1960,7027,5606,18806,com.works.timeglass.logoquiz.opcodeSeq.txt,1
547,10683,6091,5841,18363,11707,5836,48214,2449,0,1740,418,1685,340,2602,3755,493,1048,830,2224,193,4174,3426,2913,873,2069,10194,925,14909,3670,4114,862,9735,54309,15080,33509,730,5266,1459,413,17107,7535,6866,82503,15420,8152,1820,11407,6321,22762,com.mint.opcodeSeq.txt,1
548,16090,13278,10088,25697,16360,9940,76336,4073,0,2904,796,2804,268,4204,5955,905,1730,1217,3373,255,6255,4778,5084,1246,3003,15737,1329,21875,4522,7647,1161,15560,105938,28899,50818,867,9557,2065,625,32091,14615,12357,132125,26466,12216,2988,15447,11172,32081,com.tripwolf.miniapp_13332_free.opcodeSeq.txt,1
549,2723,2348,1086,3824,2926,1221,7032,345,0,589,136,447,73,470,519,114,391,215,543,65,574,1025,724,195,678,3082,337,3191,1297,874,215,3444,2434,722,8496,172,1283,474,155,1373,1284,1264,15029,4937,1371,332,2370,1462,2759,ar.gob.buenosaires.comollego.opcodeSeq.txt,1
550,11095,12729,14552,28404,13751,10563,71287,3689,0,2987,905,3308,270,4364,6459,892,1480,1621,4241,345,6984,4376,5111,1203,3866,17854,1559,24987,1827,7069,1583,17204,61500,18059,52003,867,9215,1948,691,20829,10297,12644,134666,26518,11239,2902,16082,10259,32020,com.tripit.opcodeSeq.txt,1
551,2698,1579,2654,4772,3000,1739,14572,923,0,532,137,493,49,856,1630,133,955,206,881,57,1670,919,824,238,565,3572,320,4288,750,1015,141,3787,48461,12028,9587,227,1376,478,95,12493,2739,2038,24160,4325,2709,663,3598,1746,7888,com.auxwave.morph.opcodeSeq.txt,1
552,9794,10005,10599,20152,9151,6288,51923,3290,0,1917,782,2134,211,3472,5183,585,1062,1180,2958,216,5895,3416,3829,943,2947,12770,1225,17403,1614,4620,927,11776,56905,15498,38476,542,6153,1773,443,17379,8872,8612,94833,20478,8905,2363,11951,7503,24116,app.WTInfoTech.WorldAroundMeLite.opcodeSeq.txt,1
553,10951,9986,7374,21231,10562,6370,53441,2690,0,2042,537,2099,205,2948,3928,851,1281,1180,2680,228,5056,3457,3540,1101,2775,11237,1146,17782,2837,4996,1005,10378,10879,4018,37587,533,6886,1434,432,5758,8511,8524,96046,19457,9272,2161,11638,7783,23412,com.wiley.jas.cei.opcodeSeq.txt,1
554,11341,11961,10313,22069,11560,7759,63154,3421,0,2559,704,2503,233,3665,5404,809,1351,1517,3056,268,6650,3987,4136,1182,3184,13018,1222,20634,3035,6182,1231,13037,57921,16793,40389,1229,7958,1824,685,18396,8854,8764,110091,22067,10528,3133,12854,8832,29677,br.com.grubster.android.opcodeSeq.txt,1
555,272,341,192,1516,2669,1389,4967,71,0,33,22,232,11,120,76,2,47,19,180,18,161,91,118,21,76,1187,101,778,74,72,19,571,15488,4302,7859,33,165,237,34,4983,1820,906,10722,1005,396,55,3019,403,2465,b4a.example2.opcodeSeq.txt,1
556,11546,8735,14332,32656,18044,12345,76231,3915,0,2342,682,3831,431,3900,9170,660,1599,1307,6094,585,6851,4627,5109,1118,3920,25133,2185,25450,2347,7834,1419,22763,74051,20401,76212,1058,9861,2561,668,26259,15529,16504,142215,25852,15770,2808,28587,13511,40589,com.roidapp.photogrid.opcodeSeq.txt,1
557,7846,8296,9425,19865,8946,6680,49828,2649,0,1792,553,2186,221,2856,4465,557,888,965,3116,228,4569,3009,3187,676,2435,12676,1014,17350,1183,5443,1018,11912,11431,4315,36800,431,6905,1357,451,6432,7678,8789,91734,18756,7892,2121,11388,7203,22359,br.com.brainweb.ifood.opcodeSeq.txt,1
558,9204,8272,8074,13966,7402,5565,42784,2500,0,1924,409,1340,173,2507,4326,368,936,531,2285,148,6165,2649,2486,729,1571,8823,714,12240,2136,4487,657,8150,52495,14393,28538,571,5491,1088,341,15882,7484,6966,74028,17992,7576,2546,9629,6664,24536,app.com.binauralbeatsapp.com.binauralbeats.opcodeSeq.txt,1
559,13498,11171,13079,30555,13913,11404,73060,3153,0,2259,891,2858,298,3855,6548,919,1190,1679,4509,382,6021,5191,4356,989,3581,17463,1838,26132,1783,6967,1197,16643,18452,8198,56337,1159,9460,2473,672,12133,11596,14160,135826,24346,11418,2426,19745,12511,34892,com.spika.funki.app.opcodeSeq.txt,1
560,11557,8926,7779,12911,6935,4781,43410,2651,0,1664,427,1270,151,2508,4252,356,836,539,2091,154,5912,2282,2485,794,1412,7244,695,11587,1933,4580,599,6788,52750,14530,26230,644,5642,1070,296,15518,8386,6401,73252,17723,7125,2452,8830,6422,24226,com.ti.generaladaptiveapps.opcodeSeq.txt,1
561,4547,3324,4518,9561,5313,2905,20465,862,0,915,264,1062,119,1235,1907,294,583,547,1780,143,1905,1902,1485,366,1442,7554,650,7710,822,1913,402,7418,6393,1747,19323,291,2572,842,253,3099,3912,3395,40355,8165,3602,764,5990,3264,9168,com.breakout.knocklockapps.opcodeSeq.txt,1
562,8617,7821,9823,21681,10850,7547,58778,2865,0,2056,577,2266,241,3037,5053,656,1019,1119,3192,275,5595,3108,3313,873,2663,14176,1260,17987,1806,6035,901,12548,102894,27074,43787,709,7060,1566,504,29777,11548,9541,103213,20758,9825,2127,14670,8050,27727,com.toi.reader.activities.opcodeSeq.txt,1
563,6617,6108,7655,16580,8121,5550,39387,2362,0,1547,433,1690,183,2267,4046,483,810,656,2669,198,4678,2612,2455,750,1956,11151,894,14097,1483,3975,710,10308,55775,15719,33775,628,5469,1212,376,17803,8025,7742,72652,16116,7575,1921,11898,7226,20835,com.til.goa_guide.opcodeSeq.txt,1
564,198,230,94,452,155,100,1390,66,0,51,5,24,2,55,41,11,9,11,44,1,53,22,50,5,34,154,6,349,6,92,16,72,188,185,789,2,104,6,3,235,155,295,2273,625,154,21,232,238,755,com.kober.headset.opcodeSeq.txt,1
565,9255,8296,8213,13591,6714,5549,44610,2641,0,1700,420,1219,153,2647,4498,397,876,550,2357,156,6286,2563,2374,712,1458,7921,647,12322,1708,4502,578,7319,52089,13924,26566,517,5292,1100,303,15148,7448,6788,75259,17468,7982,2641,8976,6139,25937,com.ucampaignapp.voteleave.opcodeSeq.txt,1
566,5462,7229,6288,13811,7257,4540,31208,1911,0,1480,386,1520,167,1767,3205,493,651,706,2069,168,2523,2130,2320,523,1917,8951,897,11961,979,3182,517,8773,8748,3324,27427,380,4547,1087,352,4625,8119,6347,62216,13744,5266,1291,7911,5629,13343,com.timidventures.silver.opcodeSeq.txt,1
567,14945,11507,10297,20896,12485,8877,69904,3195,0,2401,607,2090,218,3551,5392,546,1215,792,3598,221,7406,4190,3542,1022,2346,12805,1037,17124,3433,6689,986,10940,57206,14670,44597,773,7698,1475,510,17170,9556,9778,117158,23636,10718,3257,15228,8257,33295,com.at.textileduniya.opcodeSeq.txt,1
568,6572,8132,5041,12567,6771,4730,31065,1683,0,1745,507,1579,129,1725,2182,405,838,745,2023,168,3105,2505,2706,752,1972,8347,803,11122,2033,3278,562,8803,5968,3108,23568,500,4142,1306,283,3792,5726,5404,59428,11892,5706,1368,7122,4120,13372,com.appfluence.prioritymatrix.opcodeSeq.txt,1
569,11979,9119,8034,13282,8051,6451,47490,2743,0,1755,423,1377,157,2621,4499,389,877,1528,2313,159,5942,2480,2508,823,1470,8022,1736,11905,2103,4911,637,7588,53279,14588,30541,729,6268,2163,334,16100,13768,7315,79984,20266,7731,2569,9965,6974,25392,com.aa.generaladaptiveapps.opcodeSeq.txt,1
570,4281,4240,4247,8070,4397,3033,23486,1580,0,986,275,833,94,1299,2418,253,596,544,1197,122,2362,1738,1374,348,1076,5314,515,7333,1189,2342,436,5343,50084,13467,15900,395,2909,736,244,14182,4186,4346,40286,9638,4161,1201,5408,3644,12531,air.nn.mobile.app.main.opcodeSeq.txt,1
571,11531,10147,7261,21314,12861,7917,46838,2581,0,2469,585,2486,263,2795,3883,775,1662,1217,3005,269,4233,4393,3844,1359,3025,13708,1321,17618,3689,4950,1106,13920,14720,4714,39945,837,7171,1957,633,7081,8834,9183,91221,20920,8522,2040,11834,8168,20812,com.ajnsnewmedia.kitchenstories.opcodeSeq.txt,1
572,36074,18915,15642,51302,42748,15112,170373,5619,0,3661,837,3923,336,4917,13933,1112,2225,1882,6205,447,10445,12039,5631,2289,4491,25479,1864,33745,12867,11844,1624,17984,73690,18486,101835,2891,12470,2932,860,22346,64384,18393,266855,36059,23434,4343,32303,13987,52262,com.justdial.search.opcodeSeq.txt,1
573,7603,6725,8662,17982,9368,6996,49095,2647,0,1659,451,1878,192,2494,4480,562,810,900,2825,208,4361,2917,2717,746,2239,11673,959,15423,1067,4861,722,10765,14437,4319,46920,507,6036,1363,425,6251,54453,9203,87496,16753,7583,2041,22581,7422,22994,com.airgoat.goat.opcodeSeq.txt,1
574,6274,3785,4070,10177,6075,3009,24166,1250,0,1227,268,1039,109,1440,2203,334,915,759,1540,116,2725,2379,1800,794,1840,6624,578,8421,1841,2049,555,6599,5945,2070,17519,385,2769,945,311,2919,4367,4031,43292,8092,4277,1339,5471,4028,11382,com.ayuda.post.opcodeSeq.txt,1
575,1723,1773,2264,3473,1681,1631,12482,988,0,490,100,333,40,592,1496,102,198,109,601,62,1499,696,553,136,368,2392,179,3121,351,1276,216,2138,47094,12398,7147,246,1255,284,102,12728,2464,2519,19622,4338,2289,793,2539,1934,7147,air.com.cocosapps.WomenGiveBirthSixBabies.opcodeSeq.txt,1
576,10652,9124,11313,25259,12573,7812,60415,3054,0,2148,585,2450,306,3307,5797,770,1238,1174,3587,393,5817,4181,3897,1242,3292,15627,1618,20317,1892,5962,987,14486,62572,16746,46236,1062,8111,2067,661,19271,10893,9522,110926,20355,9693,2298,14793,8647,29508,xcxin.filexpert.opcodeSeq.txt,1
577,9949,8228,8179,13832,7644,5527,43660,2519,0,1918,415,1335,157,2524,4346,376,982,487,2436,161,6263,2852,2407,738,1564,8921,726,12147,2306,4389,667,8388,52321,13976,28370,649,5289,1136,350,15395,7370,6492,74522,17799,7671,2608,9454,6172,25034,com.binarysignalapp.binarysignalapp.opcodeSeq.txt,1
578,5417,5041,3644,9320,4349,2723,26685,1801,0,1101,260,892,89,1577,2460,279,631,436,1066,89,2604,1706,1801,431,1103,4385,457,8408,1484,2733,387,4234,48819,12590,16016,338,3170,599,186,13339,4090,4048,44257,11167,4920,1433,5147,3640,14670,com.rubycell.violin.opcodeSeq.txt,1
579,7528,6678,6977,10893,5465,4207,35733,2150,0,1473,319,1022,127,2071,3728,307,725,368,1893,130,5530,2078,1909,624,1156,6683,551,9570,1457,3659,470,6035,50640,13667,21896,458,4511,826,266,14587,6070,5378,60239,14023,6326,2257,7512,5323,21331,com.appszonebd.ramadancalendar2016.opcodeSeq.txt,1
580,5511,5745,6544,18258,7667,6297,49403,1730,0,1480,381,1730,171,2381,3127,555,827,704,2590,206,3943,2258,2556,462,1928,10587,878,15727,1200,4193,1042,9453,53980,14427,33513,419,5801,994,324,17504,5568,7978,85353,14732,7650,1624,11908,7047,21978,com.jabong.android.opcodeSeq.txt,1
581,10852,9211,7997,15857,8317,6082,52725,2897,0,1819,412,1510,157,2877,4780,397,917,615,2220,161,5882,2526,2643,776,1632,8671,726,14113,2039,5385,718,7553,54170,14801,31775,613,6349,1174,378,16238,10076,7812,87530,19302,8377,2726,10808,7228,27902,com.tebakgambar.opcodeSeq.txt,1
582,7835,6999,7084,14920,7001,5803,43559,2370,0,1538,382,1400,181,2541,4537,393,848,557,2094,230,5069,1947,2317,617,1434,9467,907,12999,1392,4097,568,8309,55406,14793,29878,572,5398,1070,353,16524,7855,8301,74937,16189,8430,2188,10798,7236,24403,at.nerbrothers.SuperJump.opcodeSeq.txt,1
583,14662,17580,15827,40114,21354,15580,98995,4470,0,3681,1135,4413,281,5266,7395,1493,1501,1421,9320,317,7958,5188,7074,1857,6041,22223,2290,35391,3605,11552,4135,21891,85170,20942,80309,1513,12906,2129,965,26549,13436,20361,187914,38458,16080,3647,26902,18838,55299,com.tranzmate.opcodeSeq.txt,1
584,9853,7126,6925,17825,10889,6560,44545,2560,0,1865,415,2012,214,2480,3989,626,1136,797,2616,233,3900,3359,3099,894,2333,12266,1064,14662,3012,4497,834,11977,61731,15980,45821,774,6336,1722,498,17991,8229,7916,80526,16921,7780,1853,21439,7605,20292,com.ape.apps.networkbrowser.opcodeSeq.txt,1
585,2772,2672,1936,3927,2976,1400,11257,606,0,491,108,712,58,566,1081,128,352,195,642,70,750,798,926,139,664,3716,510,3332,694,892,364,4171,3754,1448,11119,168,1736,383,144,2357,2074,2205,20964,5481,1760,366,2973,2693,4860,com.telepacket.TpSmart.opcodeSeq.txt,1
586,10537,8634,9064,15164,8645,6280,45984,2866,0,1993,457,1557,182,2727,4837,395,1031,575,2643,199,6521,3159,2750,824,1803,10205,863,12991,2682,4658,739,9667,54632,14669,31440,716,5689,1312,425,16246,8387,7684,79679,18413,8301,2720,10595,6936,26015,air.SchoolPublic.opcodeSeq.txt,1
587,10687,10141,11739,27557,13482,9846,74237,4146,0,2466,698,2677,267,3800,6785,689,1229,1086,3463,354,6157,4068,4148,895,3203,15530,1366,22896,1762,6833,1144,13458,60374,16461,51562,682,8793,1773,560,19887,58011,12399,130322,25367,11673,2663,16796,9947,37203,com.life360.android.safetymapd.opcodeSeq.txt,1
588,7527,5696,6678,9789,4614,4067,36519,2099,0,1223,271,789,90,1982,3853,262,516,270,1680,87,5578,1704,1582,533,849,5289,364,8776,1047,3481,417,4306,49610,13447,18766,414,4052,617,176,14136,6308,5208,58386,12271,6264,2294,6641,4831,21677,com.komparato.informer.opcodeSeq.txt,1
589,896,486,1392,869,1077,556,3666,236,0,90,21,239,15,108,1016,30,703,70,352,69,253,697,113,305,77,657,69,633,173,209,63,508,4014,797,2872,26,393,53,820,436,651,520,5932,982,535,88,994,415,1685,com.cheetah.flashlightandroid.opcodeSeq.txt,1
590,6388,6070,4523,11819,6372,4871,32969,2086,0,1607,324,1165,113,1892,3101,302,708,549,1308,110,2945,1895,2123,487,2121,5865,914,11129,2008,3472,496,6129,50400,13081,22535,725,4961,686,224,14961,4707,5662,57291,13995,5909,1599,7642,5417,17953,com.tiple100.slots.opcodeSeq.txt,1
591,5370,4499,3905,8999,5675,3051,23187,1451,0,1065,259,976,119,1468,2250,243,621,377,1504,120,2592,1948,1668,473,1132,6452,519,7764,1752,2125,437,6880,50308,13065,18116,353,2921,956,239,14088,3866,3756,41818,10167,4528,1070,5637,3711,11562,works.examples.Syllabus.opcodeSeq.txt,1
592,6602,6924,5385,12538,7547,4117,31746,1943,0,1511,392,1370,150,2035,2689,419,916,675,2004,182,3301,2846,2241,654,1735,8394,726,10582,2077,2939,641,8403,7751,2629,24478,351,4143,1187,347,4084,4959,5238,58608,13606,5501,1531,6908,4918,14759,be.thomashermine.prochainbus.opcodeSeq.txt,1
593,15309,15021,11488,27197,16027,8725,73710,3649,0,3144,953,2844,305,4114,5656,1520,1853,1651,3859,305,5842,6104,5244,1690,4024,16710,1595,23940,4262,7477,1620,16525,16219,5399,49732,921,9579,2105,746,8209,14760,11196,131866,29604,11159,4107,14575,11102,33939,co.dojoapp.dojo.opcodeSeq.txt,1
594,17008,18966,14894,35014,19671,13303,88508,5049,0,3747,1215,3996,290,5388,7574,1366,2156,2156,4909,382,8147,6590,6753,1852,4905,21785,1840,29245,4489,8867,2001,20590,68806,20355,67275,1169,11761,2759,926,23265,16224,15214,166516,32159,15109,3390,20528,12539,37324,com.twenty_four_option_app.opcodeSeq.txt,1
595,2502,2504,3163,5668,2618,2331,17831,1313,0,675,146,548,67,932,2028,180,342,270,852,83,1857,937,914,201,645,3614,330,5244,503,1879,305,3390,48310,12875,10966,300,1993,418,151,13399,3683,3540,29186,6562,3294,1023,3956,2670,10283,air.com.KalromSystems.WomenWorkout.opcodeSeq.txt,1
596,14249,10272,9763,26282,17605,12674,70514,3404,0,2813,786,2819,281,3515,5870,817,1727,1275,3827,278,5515,5188,4606,1505,3377,16048,1487,20680,4807,6703,1370,15228,107161,29863,52654,1267,8579,2042,694,32861,11758,15066,127000,24033,11222,2610,16399,11304,30023,com.weather.Weather.opcodeSeq.txt,1
597,6988,6882,6349,11970,7330,5469,40272,2299,0,1624,412,1330,162,2191,3796,402,824,753,1982,205,4770,2384,2164,773,1776,7667,769,10950,2138,4543,698,7354,52441,14198,25919,710,5346,1264,483,15604,7578,6512,67082,15370,6877,2158,8918,5907,22471,com.campung.smartid.opcodeSeq.txt,1
598,6546,6427,6654,12632,7010,4425,33326,1732,0,1387,394,1486,145,2173,3012,392,795,735,2016,161,3158,2442,2485,703,1979,8649,858,11135,1362,2782,678,9093,53424,13664,23469,489,3580,1173,317,15109,5167,4836,61798,11141,4956,1320,7131,4402,13069,com.alexandrucene.dayhistory.opcodeSeq.txt,1
599,12605,4993,4680,13775,10386,4551,33303,1482,0,1238,330,1293,162,1608,3144,584,1158,843,2140,209,3113,3796,2131,887,2277,8520,854,10528,4871,2958,789,8451,54892,15036,25577,1020,4029,1606,442,16112,6989,5481,57353,10962,5904,1511,9209,5850,14492,com.tricosys.resumemaker.opcodeSeq.txt,1
600,443,258,432,814,460,265,1512,68,0,74,33,63,9,73,138,37,70,56,175,19,157,219,120,33,162,724,74,763,98,58,28,874,505,192,1510,43,183,77,21,305,238,250,3170,493,250,66,649,229,754,10672a166c8301cc9e0ddebf3ed91fbe.opcodeSeq.txt,0
601,2648,2551,3002,5658,1920,1568,22545,1734,0,658,116,570,44,1143,2273,104,245,109,834,45,2800,824,779,251,513,2591,267,5290,484,1952,287,2062,91967,23316,10793,295,1861,258,98,23762,2773,2114,31775,6229,4167,1312,4082,2014,13517,5e548fabeca93cb2045d7c88a61ad865.opcodeSeq.txt,0
602,4900,4220,3378,9734,5709,3072,23627,1075,0,1138,246,1188,120,1351,1803,336,738,478,1238,112,2123,1777,1639,394,1401,7032,631,34226,1627,2562,420,7050,6405,2146,21119,278,3497,892,306,3511,3475,4394,43296,10864,4354,20398,10459,5314,12812,1d52a12dad15d8a6ea59467ec8ec4732.opcodeSeq.txt,0
603,869,777,488,1566,1256,461,4158,289,0,136,36,172,19,172,339,43,139,103,231,32,260,238,214,57,212,1085,132,1560,414,330,57,1284,45726,11644,3298,60,602,176,59,11806,621,619,7467,1697,742,127,1116,702,2007,03e8e080616cc50e06ddfea24aed0623.opcodeSeq.txt,0
604,763,748,1358,2501,1001,1174,7915,225,0,164,52,171,10,351,640,48,110,133,233,23,630,715,280,55,225,860,92,1972,114,858,71,855,1713,403,3845,361,1130,146,41,785,1154,1373,12646,2047,744,140,1484,1187,4166,dee3a84dff4b98f01eb9c3d6ce5672f9.opcodeSeq.txt,0
605,9300,7883,10681,25621,13179,9136,60500,3540,0,2523,736,2915,279,3726,6311,634,1159,1046,4697,322,5266,3586,4940,1086,3865,17955,1417,20629,1767,5820,1195,16331,62560,16990,53325,694,8203,2116,574,19953,10251,12157,111955,21649,12095,2260,18460,10507,28634,1f0f79475e428c84aa26e51fef472f3b.opcodeSeq.txt,0
606,1117,374,1044,1588,833,829,4020,262,0,114,34,114,18,150,428,52,300,72,178,12,226,345,236,18,166,819,57,1497,108,391,34,649,914,385,2955,126,535,55,65,537,591,817,7454,1174,287,288,1019,566,1937,33e85fd82361c3b59ed1e221c668844d.opcodeSeq.txt,0
607,1175,862,405,1217,972,359,2820,94,0,151,51,141,17,140,193,50,189,86,162,29,175,336,205,81,225,983,122,1120,440,195,36,1212,995,308,2566,59,429,183,58,450,443,421,5502,1509,393,113,867,503,1202,078f2f3bc9629b930cec5c7cd21a2e53.opcodeSeq.txt,0
608,2,7,8,6,5,9,44,5,0,1,0,3,0,1,11,0,0,0,1,0,0,1,1,1,2,2,0,9,1,5,0,3,6,2,22,0,12,2,0,4,3,9,61,24,10,1,8,13,24,3b785b799471bf424f240deb674a2097.opcodeSeq.txt,0
609,854,791,1545,2667,956,1029,7464,247,0,204,68,203,13,322,759,58,123,153,249,29,687,791,312,54,276,988,120,2116,111,757,75,1060,1348,378,3783,372,975,150,43,703,1040,1150,12187,1975,799,151,1418,999,3590,b464a695cfacb29ae4b0c6ae934f217f.opcodeSeq.txt,0
610,392,23,15,20,73,25,178,18,0,0,0,0,0,0,5,1,1,0,0,0,0,20,1,1,0,0,0,0,32,0,0,2,2,11,28,32,7,2,0,0,0,1,172,25,4,0,0,4,7,0dad5140086599b61662645b288f9e22.opcodeSeq.txt,0
611,235,421,396,1257,403,434,2506,141,0,111,29,98,17,143,177,30,33,47,91,14,168,135,203,53,124,547,55,1033,49,219,55,412,540,130,1586,24,350,66,53,254,320,334,4910,632,305,92,503,352,1597,047f5f8602dbe34cb94bfc6d508e49fb.opcodeSeq.txt,0
612,270,37,38,219,184,142,692,31,0,6,2,17,0,25,105,0,11,16,33,5,23,49,18,9,9,81,26,217,181,8,4,131,98,38,268,41,54,17,10,65,619,82,902,191,184,20,182,33,361,4cf8dc4ecd8a501444f099a763ba1a24.opcodeSeq.txt,0
613,40,11,43,17,7,0,57,11,0,0,1,2,0,4,33,1,1,0,2,2,0,3,1,0,4,14,2,26,0,0,1,16,15,5,22,1,6,2,1,6,14,1,85,39,6,11,9,7,58,a063292d8667cf3d83ff9365dfb8650a.opcodeSeq.txt,0
614,29,15,94,112,70,104,835,35,0,0,1,3,0,13,92,0,0,0,0,0,5,11,2,0,11,10,5,95,3,2,0,8,16,37,159,1,16,1,0,15,20,200,1087,175,53,0,37,22,444,112026eab375721007691178dd94740b.opcodeSeq.txt,0
615,1362,925,1865,3119,1281,1191,8329,380,0,245,70,256,22,392,942,59,140,164,287,25,730,899,363,50,305,1369,154,2416,226,906,93,1373,1522,567,4496,426,1109,192,72,897,1341,1440,13859,2283,954,182,1636,1238,3989,d2417708de2e2b7d82c7e0908083855c.opcodeSeq.txt,0
